mode,mode_name,cluster_size,sharing_group,smem_width,smem_height,tile_bytes,total_smem_bytes,gpu_time_ns,sm_cycles,tma_instructions,smsp_tma_instructions,tma_xbar_active_cycles,tma_mcast_requests,tma_mcast_req_32B,tma_mcast_req_64B,tma_mcast_req_96B,tma_mcast_req_128B,tma_mcast_req_replayed,tma_ld_bytes,tma_ld_bytes_self,tma_ld_bytes_mcast,tma_ld_sectors,tma_ld_sectors_self,tma_ld_sectors_mcast,tma_pipe_bytes,tma_pipe_sectors,lts_sectors_total,lts_sectors_read,lts_sectors_tex,lts_sectors_tex_read,lts_requests_tex,lts_tex_hit,lts_tex_miss,lts_hit,lts_miss,lts_hit_rate_pct,dram_bytes_read,dram_bytes_total,dram_sectors_read,dram_throughput_pct_peak,gcc_xbar2gcc_sectors,stall_barrier,stall_long_scoreboard,stall_mio_throttle,lrc_ilc_input_sectors
1,explicit_mcast,4,4,32,112,14336,57376,5423584,8542033.10,149760,149760,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16929979,16777479,16773120,16773120,4193280,0,16773120,2155,16929323,n/a,n/a,n/a,n/a,n/a,360,530628.06,3168903.80,0,n/a
1,explicit_mcast,4,4,64,56,14336,57376,5103616,8038094.60,149760,149760,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16929956,16777376,16773120,16773120,4193280,0,16773120,4053,16941363,n/a,n/a,n/a,n/a,n/a,360,503653.49,2890089.55,0,n/a
1,explicit_mcast,4,4,128,28,14336,57376,5413824,8526658.40,149760,149760,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16930020,16777483,16773120,16773120,4193280,0,16773120,17707,16929207,n/a,n/a,n/a,n/a,n/a,360,531690.54,3146928.84,0,n/a
1,explicit_mcast,4,4,32,128,16384,65568,4948128,7793205.60,131040,131040,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16914414,16778278,16773120,16773120,4193280,0,16773120,4055,16910304,n/a,n/a,n/a,n/a,n/a,360,526092.79,2905543.67,0,n/a
1,explicit_mcast,4,4,64,64,16384,65568,5060032,7969478.50,131040,131040,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16931672,16786107,16773120,16773120,4193280,0,16773120,4037,16920897,n/a,n/a,n/a,n/a,n/a,360,524565.45,2921702.27,0,n/a
1,explicit_mcast,4,4,128,32,16384,65568,4973664,7833389.80,131040,131040,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16914786,16778376,16773120,16773120,4193280,0,16773120,4107,16910380,n/a,n/a,n/a,n/a,n/a,360,533200.01,2927829.04,0,n/a
1,explicit_mcast,4,4,32,160,20480,81952,4472960,7044810.80,104800,104800,4192000,4192000,0,0,0,4192000,0,2146304000,0,2146304000,67072000,0,67072000,2146304000,67072000,16882946,16772944,16768000,16768000,4192000,0,16768000,9446,16876662,n/a,n/a,n/a,n/a,n/a,360,483504.61,2617567.70,0,n/a
1,explicit_mcast,4,4,64,80,20480,81952,4248512,6691292.10,104800,104800,4192000,4192000,0,0,0,4192000,0,2146304000,0,2146304000,67072000,0,67072000,2146304000,67072000,16888704,16775972,16768000,16768000,4192000,0,16768000,4110,16878572,n/a,n/a,n/a,n/a,n/a,360,466048.29,2466546.76,0,n/a
1,explicit_mcast,4,4,128,40,20480,81952,4408192,6942819.90,104800,104800,4192000,4192000,0,0,0,4192000,0,2146304000,0,2146304000,67072000,0,67072000,2146304000,67072000,16879380,16771839,16768000,16768000,4192000,0,16768000,2156,16878658,n/a,n/a,n/a,n/a,n/a,360,504074.53,2618172.50,0,n/a
1,explicit_mcast,4,4,32,176,22528,90144,4363200,6871930.90,95280,95280,4192320,4192320,0,0,0,4192320,0,2146467840,0,2146467840,67077120,0,67077120,2146467840,67077120,16891826,16781847,16769280,16769280,4192320,0,16769280,12496,16882435,n/a,n/a,n/a,n/a,n/a,360,507731.08,2623832.21,0,n/a
1,explicit_mcast,4,4,64,88,22528,90144,4404032,6936254.90,95280,95280,4192320,4192320,0,0,0,4192320,0,2146467840,0,2146467840,67077120,0,67077120,2146467840,67077120,16893182,16782247,16769280,16769280,4192320,0,16769280,2212,16868392,n/a,n/a,n/a,n/a,n/a,360,510170.55,2614526.16,0,n/a
1,explicit_mcast,4,4,128,44,22528,90144,4341952,6838498.70,95280,95280,4192320,4192320,0,0,0,4192320,0,2146467840,0,2146467840,67077120,0,67077120,2146467840,67077120,16882868,16776161,16769280,16769280,4192320,0,16769280,4149,16870404,n/a,n/a,n/a,n/a,n/a,360,491499.88,2578524.59,0,n/a
1,explicit_mcast,4,4,64,96,24576,98336,4225856,6655596.10,87360,87360,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16882830,16781172,16773120,16773120,4193280,0,16773120,2156,16866263,n/a,n/a,n/a,n/a,n/a,360,468458.30,2566568.74,0,n/a
1,explicit_mcast,4,4,128,48,24576,98336,4052576,6382714.20,87360,87360,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16866883,16776796,16773120,16773120,4193280,0,16773120,12558,16864209,n/a,n/a,n/a,n/a,n/a,360,484994.83,2456508.95,0,n/a
1,explicit_mcast,4,4,128,52,26624,106528,3956544,6231464.20,80640,80640,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16860090,16776773,16773120,16773120,4193280,0,16773120,4221,16859291,n/a,n/a,n/a,n/a,n/a,360,490241.08,2414012.79,0,n/a
1,explicit_mcast,4,4,128,56,28672,114720,3532608,5563757.10,74880,74880,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16854261,16776585,16773120,16773120,4193280,0,16773120,4089,16865699,n/a,n/a,n/a,n/a,n/a,360,443385.64,2088556.50,0,n/a
1,explicit_mcast,4,4,128,60,30720,122912,3805632,5993757.60,69840,69840,4190400,4190400,0,0,0,4190400,0,2145484800,0,2145484800,67046400,0,67046400,2145484800,67046400,16856034,16772988,16761600,16761600,4190400,0,16761600,5303,16836991,n/a,n/a,n/a,n/a,n/a,360,453929.21,2369306.84,0,n/a
1,explicit_mcast,4,4,64,128,32768,131104,3670624,5781150.70,65520,65520,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16844677,16776550,16773120,16773120,4193280,0,16773120,2258,16844098,n/a,n/a,n/a,n/a,n/a,360,481562.44,2298985.79,0,n/a
1,explicit_mcast,4,4,128,64,32768,131104,3690528,5812513.30,65520,65520,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16844896,16776644,16773120,16773120,4193280,0,16773120,4202,16844238,n/a,n/a,n/a,n/a,n/a,360,488668.78,2313776.52,0,n/a
1,explicit_mcast,4,4,128,72,36864,147488,3591168,5656035.40,58240,58240,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16848327,16780508,16773120,16773120,4193280,0,16773120,2082,16836744,n/a,n/a,n/a,n/a,n/a,360,429702.60,2369223.33,0,n/a
1,explicit_mcast,4,4,128,80,40960,163872,3446304,5427829,52400,52400,4192000,4192000,0,0,0,4192000,0,2146304000,0,2146304000,67072000,0,67072000,2146304000,67072000,16826441,16771425,16768000,16768000,4192000,0,16768000,5262,16823652,n/a,n/a,n/a,n/a,n/a,360,428996.78,2318635.67,0,n/a
1,explicit_mcast,4,4,64,192,49152,196640,3404768,5362408.50,43680,43680,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16846767,16785207,16773120,16773120,4193280,0,16773120,10603,16824063,n/a,n/a,n/a,n/a,n/a,360,436952.15,2399144.84,0,n/a
1,explicit_mcast,4,4,128,96,49152,196640,3309824,5212899.60,43680,43680,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16827104,16776393,16773120,16773120,4193280,0,16773120,4284,16826254,n/a,n/a,n/a,n/a,n/a,360,427764.71,2347262.21,0,n/a
1,explicit_mcast,4,4,64,224,57344,229408,3261760,5137167.80,37440,37440,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16823516,16777321,16773120,16773120,4193280,0,16773120,4230,16819604,n/a,n/a,n/a,n/a,n/a,360,442655.60,2355265.79,0,n/a
1,explicit_mcast,4,4,128,112,57344,229408,3250912,5120102.30,37440,37440,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16819410,16776068,16773120,16773120,4193280,0,16773120,2244,16818921,n/a,n/a,n/a,n/a,n/a,360,401955.84,2365434.23,0,n/a
