Format,ABLayout,CTAGroup,M,N,K,PipelineDepth,Cycles,CyclesPerMMA,FLOPsPerCycle
MXF4,SS,2,256,256,64,256,32948654,128.7057,65176.66272744719
MXF4,SS,2,256,256,64,512,65722724,128.3647,65349.80411281295
MXF4,SS,2,256,256,64,1024,131280710,128.2038,65431.820273658035
MXF4,TS,1,128,64,64,64,2168039,33.8756,30953.724804874306
MXF4,TS,1,128,64,64,128,4216039,32.9378,31835.034519609686
MXF4,TS,1,128,64,64,256,8312409,32.4703,32293.388111597367
MXF4,TS,1,128,64,64,512,16510470,32.247,32517.00933420163
MXF4,TS,1,128,64,64,1024,32917063,32.1456,32619.58090687372
MXF4,TS,1,128,80,64,64,2680163,41.8775,31298.907527908785
MXF4,TS,1,128,80,64,128,5240163,40.9388,32016.571076826873
MXF4,TS,1,128,80,64,256,10359539,40.4669,32389.92855889628
MXF4,TS,1,128,80,64,512,20605619,40.2453,32568.27505323603
MXF4,TS,1,128,80,64,1024,41107776,40.1443,32650.214351726147
MXF4,TS,1,128,96,64,64,3192163,49.8775,31534.539622074084
MXF4,TS,1,128,96,64,128,6264163,48.9388,32139.40676927101
MXF4,TS,1,128,96,64,256,12407539,48.4669,32452.33344818835
MXF4,TS,1,128,96,64,512,24701619,48.2453,32601.39329634182
MXF4,TS,1,128,96,64,1024,49300925,48.1454,32669.04003290034
MXF4,TS,1,128,112,64,64,3704163,57.8775,31705.03218003542
MXF4,TS,1,128,112,64,128,7288163,56.9388,32227.725206713174
MXF4,TS,1,128,112,64,256,14455539,56.4669,32497.055797290093
MXF4,TS,1,128,112,64,512,28797619,56.2453,32625.090452002212
MXF4,TS,1,128,112,64,1024,57493686,56.1462,32682.674873811586
MXF4,TS,1,128,128,64,64,4216289,65.8795,31833.14991765269
MXF4,TS,1,128,128,64,128,8312411,64.9407,32293.338384095026
MXF4,TS,1,128,128,64,256,16504411,64.4704,32528.912493175165
MXF4,TS,1,128,128,64,512,32894485,64.247,32642.0221955889
MXF4,TS,1,128,128,64,1024,65684481,64.145,32693.927819783305
MXF4,TS,1,128,256,64,64,8312921,129.8894,32291.34940957461
MXF4,TS,1,128,256,64,128,16504921,128.9447,32527.928639176327
MXF4,TS,1,128,256,64,256,32888921,128.4723,32647.53569446488
MXF4,TS,1,128,256,64,512,65663986,128.25,32704.12475633528
MXF4,TS,1,128,256,64,1024,131223527,128.148,32730.1557574055
MXF4,TS,2,128,64,64,64,1243030,19.4223,53988.25061913368
MXF4,TS,2,128,64,64,128,2331030,18.2112,57578.63292918643
MXF4,TS,2,128,64,64,256,4507030,17.6056,59559.23115372382
MXF4,TS,2,128,64,64,512,8865356,17.3151,60558.472085058704
MXF4,TS,2,128,64,64,1024,17591545,17.1792,61037.5337617584
MXF4,TS,2,128,80,64,64,1437280,22.4575,58364.466213959706
MXF4,TS,2,128,80,64,128,2717280,21.2288,61742.5384383479
MXF4,TS,2,128,80,64,256,5277280,20.6144,63582.73828003726
MXF4,TS,2,128,80,64,512,10403234,20.3188,64507.74652046381
MXF4,TS,2,128,80,64,1024,20663601,20.1793,64953.69016764704
MXF4,TS,2,128,96,64,64,1693280,26.4575,59448.70074648021
MXF4,TS,2,128,96,64,128,3229280,25.2288,62343.98782343988
MXF4,TS,2,128,96,64,256,6301280,24.6144,63900.15600624025
MXF4,TS,2,128,96,64,512,12451234,24.3188,64676.87550372551
MXF4,TS,2,128,96,64,1024,24766161,24.1857,65032.808643123826
MXF4,TS,2,128,112,64,64,1949280,30.4575,60248.14906016581
MXF4,TS,2,128,112,64,128,3741280,29.2288,62780.81891832713
MXF4,TS,2,128,112,64,256,7325280,28.6144,64128.830239320065
MXF4,TS,2,128,112,64,512,14499480,28.3193,64797.08184877451
MXF4,TS,2,128,112,64,1024,28856640,28.1803,65116.694996149796
MXF4,TS,2,128,128,64,64,2204906,34.4517,60872.235622625296
MXF4,TS,2,128,128,64,128,4252906,33.2258,63118.1792462484
MXF4,TS,2,128,128,64,256,8348861,32.6127,64304.76470822717
MXF4,TS,2,128,128,64,512,16546981,32.3183,64890.5418911267
MXF4,TS,2,128,128,64,1024,32953461,32.1811,65167.194409140764
MXF4,TS,2,128,256,64,64,4252906,66.4517,63118.08426270509
MXF4,TS,2,128,256,64,128,8348906,65.2258,64304.37035651536
MXF4,TS,2,128,256,64,256,16534906,64.5895,64937.8614171034
MXF4,TS,2,128,256,64,512,32931104,64.3186,65211.36965045881
MXF4,TS,2,128,256,64,1024,65719675,64.1794,65352.807910326366
MXF4,TS,2,256,64,64,64,2196906,34.3267,61093.90066624522
MXF4,TS,2,256,64,64,128,4244906,33.1633,63237.13261346127
MXF4,TS,2,256,64,64,256,8335030,32.5587,64411.41691775162
MXF4,TS,2,256,64,64,512,16538981,32.3027,64921.87959520411
MXF4,TS,2,256,64,64,1024,32942525,32.1704,65188.869271131225
MXF4,TS,2,256,80,64,64,2709280,42.3325,61924.99852359298
MXF4,TS,2,256,80,64,128,5269280,41.1662,63679.42632548061
MXF4,TS,2,256,80,64,256,10388784,40.5812,64597.39978117946
MXF4,TS,2,256,80,64,512,20635230,40.3032,65042.974255146
MXF4,TS,2,256,80,64,1024,41136297,40.1722,65255.07689397146
MXF4,TS,2,256,96,64,64,3221280,50.3325,62498.94203546416
MXF4,TS,2,256,96,64,128,6293280,49.1662,63981.51575675972
MXF4,TS,2,256,96,64,256,12436784,48.5812,64751.96166418285
MXF4,TS,2,256,96,64,512,24731230,48.3032,65124.629424137536
MXF4,TS,2,256,96,64,1024,49331139,48.1749,65298.07015686592
MXF4,TS,2,256,112,64,64,3733280,58.3325,62915.45879226846
MXF4,TS,2,256,112,64,128,7317280,57.1662,64199.0546861607
MXF4,TS,2,256,112,64,256,14484784,56.5812,64862.81662460322
MXF4,TS,2,256,112,64,512,28827230,56.3032,65183.08018016738
MXF4,TS,2,256,112,64,1024,57521228,56.1731,65334.047791558594
MXF4,TS,2,256,128,64,64,4245030,66.3286,63235.22583018487
MXF4,TS,2,256,128,64,128,8341278,65.1662,64363.182140434765
MXF4,TS,2,256,128,64,256,16527080,64.5589,64968.64103942292
MXF4,TS,2,256,128,64,512,32923354,64.3034,65226.784275792575
MXF4,TS,2,256,128,64,1024,65713711,64.1735,65358.81633384496
MXF4,TS,2,256,256,64,64,8342906,130.3579,64350.59171711112
MXF4,TS,2,256,256,64,128,16534906,129.179,64937.8614171034
MXF4,TS,2,256,256,64,256,32918906,128.5895,65235.559668557704
MXF4,TS,2,256,256,64,512,65693104,128.3068,65379.294004682524
MXF4,TS,2,256,256,64,1024,131250649,128.1745,65446.777635177044
